timestamp,link_id,latency_ms,jitter_ms,packet_loss_pct,bandwidth_util_pct,rtt_ms
1775502758.369,5g-mobile,33.222,2.963,0.11457,38.49,70.179
1775502764.058,5g-mobile,25.51,4.48,0.07302,45.48,53.909
1775502769.711,5g-mobile,24.266,3.307,0.09392,42.06,50.399
1775502775.422,5g-mobile,23.285,3.444,0.03987,35.67,48.716
1775502781.124,5g-mobile,23.996,4.454,0.04637,30.84,49.603
1775502786.84,5g-mobile,20.632,4.336,0.01872,34.36,43.388
1775502792.568,5g-mobile,26.918,2.9,0.04514,39.34,55.92
1775502798.284,5g-mobile,28.471,4.663,0.02067,39.65,59.35
1775502803.955,5g-mobile,22.19,3.492,0.04745,44.77,46.594
1775502809.641,5g-mobile,20.854,3.094,0.08344,40.24,42.322
1775502815.348,5g-mobile,23.607,3.983,0.12426,44.53,49.638
1775502821.065,5g-mobile,30.395,4.812,0.1676,47.25,63.577
1775502826.777,5g-mobile,27.891,4.291,0.18348,41.65,59.099
1775502832.478,5g-mobile,30.938,4.307,0.2192,43.8,63.81
1775502838.157,5g-mobile,25.518,4.355,0.23094,53.27,53.917
1775502843.863,5g-mobile,26.702,4.674,0.17382,39.75,55.647
1775502849.637,5g-mobile,29.111,4.54,0.13483,36.63,60.768
1775502855.348,5g-mobile,25.124,3.091,0.15478,41.18,53.219
1775502861.047,5g-mobile,23.207,4.529,0.04865,42.86,48.001
1775502866.712,5g-mobile,26.78,1.941,0.03885,31.41,55.766
1775502872.407,5g-mobile,30.065,0.698,0.11747,33.9,63.452
1775502878.112,5g-mobile,27.985,1.411,0.09704,30.42,57.898
1775502883.774,5g-mobile,23.638,2.697,0.06463,24.15,49.23
1775502889.468,5g-mobile,17.639,4.935,0.15445,32.54,36.297
1775502895.159,5g-mobile,16.193,4.486,0.11547,36.26,33.964
1775502900.861,5g-mobile,18.706,6.361,0.11068,40.87,38.647
1775502906.553,5g-mobile,21.971,6.524,0.05469,49.16,47.305
1775502912.212,5g-mobile,23.752,4.804,0.03812,45.67,50.322
1775502917.891,5g-mobile,19.101,2.818,0.04259,45.68,39.951
1775502923.557,5g-mobile,23.766,4.216,0.07997,47.07,50.044
1775502929.224,5g-mobile,25.08,4.428,0.08654,38.76,53.202
1775502935.009,5g-mobile,24.166,4.527,0.08929,38.72,50.813
1775502940.689,5g-mobile,22.183,3.558,0.09727,33.84,46.216
1775502946.416,5g-mobile,25.698,4.758,0.11168,33.5,53.551
1775502952.117,5g-mobile,26.753,5.078,0.11304,30.87,56.787
1775502957.776,5g-mobile,26.224,6.324,0.07222,32.22,55.408
1775502963.514,5g-mobile,27.724,6.191,0.02306,25.96,57.878
1775502969.229,5g-mobile,23.027,7.045,0.09319,22.0,48.763
1775502974.981,5g-mobile,28.612,9.419,0.1583,29.52,60.759
1775502980.683,5g-mobile,26.259,8.953,0.0744,38.66,55.47
1775502986.35,5g-mobile,24.228,8.463,0.09502,40.61,50.093
1775502992.038,5g-mobile,22.726,8.408,0.12421,34.69,48.252
1775502997.717,5g-mobile,22.961,7.845,0.12994,37.35,49.067
1775503003.411,5g-mobile,25.939,7.325,0.13036,43.01,53.941
1775503009.093,5g-mobile,18.509,7.275,0.11294,47.16,38.246
1775503014.777,5g-mobile,25.456,6.808,0.0,53.54,52.906
1775503020.516,5g-mobile,25.685,8.5,0.0,60.68,52.685
1775503026.214,5g-mobile,28.606,8.816,0.0,49.96,60.58
1775503031.888,5g-mobile,28.551,5.824,0.03561,49.35,60.318
1775503037.702,5g-mobile,27.906,3.821,0.06149,49.64,57.562
1775503043.374,5g-mobile,18.539,2.438,0.10177,39.21,38.449
1775503049.123,5g-mobile,21.769,5.016,0.09911,37.02,46.491
1775503054.8,5g-mobile,18.464,6.012,0.07816,47.21,38.537
1775503060.448,5g-mobile,14.63,7.388,0.11934,42.5,31.201
1775503066.141,5g-mobile,18.832,2.684,0.07686,49.52,39.297
1775503071.862,5g-mobile,17.052,3.121,0.09483,47.13,35.922
1775503077.536,5g-mobile,20.757,1.391,0.12944,56.01,42.992
1775503083.207,5g-mobile,19.858,3.531,0.03952,55.95,41.669
1775503088.863,5g-mobile,20.14,3.468,0.0821,52.91,41.978
1775503094.553,5g-mobile,19.471,4.147,0.06179,46.82,41.108
1775503100.248,5g-mobile,24.89,5.117,0.0408,54.83,52.428
1775503106.003,5g-mobile,24.518,5.401,0.05358,41.37,51.493
1775503111.682,5g-mobile,21.001,6.061,0.08329,36.36,44.646
1775503117.454,5g-mobile,19.628,7.984,0.0925,38.57,41.613
1775503123.12,5g-mobile,15.48,5.127,0.09696,42.04,32.179
1775503128.845,5g-mobile,16.921,4.451,0.02277,36.42,34.844
1775503134.551,5g-mobile,15.886,5.295,0.09862,30.61,33.82
1775503140.26,5g-mobile,17.014,5.402,0.04757,35.89,34.577
1775503145.976,5g-mobile,15.096,4.977,0.04008,34.71,31.462
1775503151.65,5g-mobile,12.595,6.865,0.07343,30.92,26.985
1775503157.389,5g-mobile,9.973,7.554,0.10593,42.94,20.864
1775503163.06,5g-mobile,12.053,6.024,0.05883,36.92,25.689
1775503168.751,5g-mobile,18.518,4.85,0.05787,49.55,39.164
1775503174.587,5g-mobile,23.314,4.858,0.05442,48.36,48.774
1775503180.27,5g-mobile,20.404,5.651,0.1048,45.29,43.433
1775503186.063,5g-mobile,19.558,5.664,0.12053,47.75,39.984
1775503191.735,5g-mobile,16.636,4.175,0.13391,45.48,35.309
1775503197.411,5g-mobile,15.184,4.065,0.11935,56.85,32.494
1775503203.186,5g-mobile,15.489,5.545,0.12032,48.15,32.193
1775503208.862,5g-mobile,20.369,5.527,0.15107,49.91,42.927
1775503214.622,5g-mobile,23.816,6.706,0.18187,45.88,49.982
1775503220.305,5g-mobile,29.96,6.387,0.17623,44.83,62.029
1775503226.157,5g-mobile,30.992,6.914,0.15422,43.58,64.986
1775503231.838,5g-mobile,29.83,7.228,0.13191,42.78,63.113
1775503237.612,5g-mobile,33.347,5.033,0.0716,41.31,69.158
1775503243.273,5g-mobile,31.04,4.662,0.13402,33.95,65.566
1775503248.953,5g-mobile,29.177,5.144,0.13737,33.86,61.193
1775503254.678,5g-mobile,22.917,4.703,0.15583,31.01,48.112
1775503260.39,5g-mobile,29.103,4.718,0.13807,29.35,62.057
1775503266.151,5g-mobile,23.608,6.143,0.12947,32.22,49.481
1775503271.798,5g-mobile,20.445,4.308,0.07266,39.35,43.008
1775503277.52,5g-mobile,19.54,5.775,0.08099,48.74,41.429
1775503283.231,5g-mobile,21.193,5.824,0.12268,41.26,44.461
1775503288.913,5g-mobile,18.139,5.152,0.02005,49.9,37.64
1775503294.685,5g-mobile,21.67,7.445,0.03264,49.91,46.469
1775503300.367,5g-mobile,19.798,6.495,0.07932,43.32,41.186
1775503306.075,5g-mobile,23.78,5.605,0.02157,36.63,50.95
1775503311.756,5g-mobile,25.011,5.769,0.03852,46.4,52.447
1775503317.597,5g-mobile,23.682,4.149,0.03931,35.05,49.366
1775503323.275,5g-mobile,30.464,4.39,0.08762,34.27,63.522
1775503328.961,5g-mobile,26.821,4.919,0.08448,43.58,56.018
1775503334.755,5g-mobile,26.169,5.572,0.11242,37.22,54.068
1775503340.426,5g-mobile,24.518,5.388,0.06037,47.16,51.584
1775503346.185,5g-mobile,24.785,5.81,0.09142,53.63,52.114
1775503351.891,5g-mobile,26.433,7.53,0.06353,51.26,55.691
1775503357.734,5g-mobile,23.869,6.288,0.07543,42.12,49.176
1775503363.427,5g-mobile,16.864,7.124,0.09728,47.0,34.865
1775503369.153,5g-mobile,23.596,8.045,0.14038,41.07,49.634
1775503374.981,5g-mobile,20.592,7.881,0.12157,37.63,42.753
1775503380.742,5g-mobile,20.598,7.688,0.01974,38.35,42.643
1775503386.416,5g-mobile,21.333,7.626,0.07042,31.63,44.677
1775503392.202,5g-mobile,19.801,7.795,0.09494,35.46,41.778
1775503397.954,5g-mobile,24.59,7.66,0.09512,26.51,52.205
1775503403.645,5g-mobile,21.27,7.754,0.1476,32.01,44.26
1775503409.353,5g-mobile,18.406,7.858,0.12285,40.62,38.664
1775503415.04,5g-mobile,18.192,8.567,0.10774,39.16,37.638
1775503420.744,5g-mobile,19.787,8.894,0.11275,28.22,41.223
1775503426.418,5g-mobile,20.421,9.224,0.08931,43.81,42.23
1775503432.245,5g-mobile,17.018,8.291,0.11646,39.81,35.761
1775503437.934,5g-mobile,21.758,7.227,0.12159,46.56,45.975
1775503443.661,5g-mobile,26.904,6.835,0.07715,49.86,57.226
1775503449.375,5g-mobile,28.092,6.149,0.12494,44.99,58.859
1775503455.067,5g-mobile,24.09,6.528,0.11797,42.89,50.575
1775503460.747,5g-mobile,21.574,6.489,0.11534,45.9,45.386
1775503466.434,5g-mobile,17.361,9.577,0.10256,34.65,35.654
1775503472.176,5g-mobile,17.101,9.318,0.09758,32.0,36.124
1775503477.868,5g-mobile,14.882,7.466,0.08878,32.36,31.532
1775503483.55,5g-mobile,15.844,4.951,0.06834,41.58,32.984
1775503489.275,5g-mobile,12.943,5.367,0.07049,47.37,27.599
1775503494.939,5g-mobile,15.693,4.93,0.05273,51.94,34.061
1775503500.621,5g-mobile,23.228,4.429,0.08383,37.45,48.89
1775503506.3,5g-mobile,24.081,4.884,0.12354,43.95,51.086
1775503512.005,5g-mobile,27.714,7.392,0.06388,51.41,57.288
1775503517.791,5g-mobile,27.071,7.109,0.08602,35.2,56.822
1775503523.459,5g-mobile,28.276,5.967,0.07318,30.98,59.446
1775503529.127,5g-mobile,25.428,5.391,0.06401,34.86,52.985
1775503534.783,5g-mobile,27.429,6.268,0.10283,39.33,57.262
1775503540.449,5g-mobile,29.193,5.906,0.12794,35.58,61.232
1775503546.153,5g-mobile,29.73,5.303,0.08127,32.97,62.781
1775503551.852,5g-mobile,30.219,4.703,0.02895,41.27,63.23
1775503557.697,5g-mobile,24.091,3.032,0.00017,45.12,51.275
1775503563.389,5g-mobile,23.969,4.431,0.0,40.44,50.626
1775503569.065,5g-mobile,25.494,4.324,0.0,36.34,54.121
1775503574.822,5g-mobile,19.367,3.393,0.0,30.87,41.349
1775503580.468,5g-mobile,25.273,4.295,0.02624,35.16,52.583
1775503586.194,5g-mobile,35.634,5.289,0.09991,36.25,74.168
1775503591.898,5g-mobile,26.491,6.43,0.10101,39.15,55.923
1775503597.688,5g-mobile,27.142,4.194,0.05468,49.21,57.853
1775503603.374,5g-mobile,25.566,2.006,0.15388,53.66,54.185
1775503609.101,5g-mobile,18.881,3.571,0.13317,55.55,38.975
1775503614.763,5g-mobile,21.086,2.208,0.16538,54.67,44.363
1775503620.444,5g-mobile,25.101,3.589,0.17584,57.8,52.416
1775503626.129,5g-mobile,29.789,2.769,0.23329,49.77,61.999
1775503631.806,5g-mobile,31.066,2.777,0.18827,47.01,65.431
1775503637.565,5g-mobile,32.478,4.681,0.18484,46.07,67.43
1775503643.257,5g-mobile,29.388,4.176,0.1281,39.76,61.617
1775503648.932,5g-mobile,26.309,5.801,0.08235,39.11,54.713
1775503654.655,5g-mobile,29.328,5.203,0.11147,43.6,62.08
1775503660.359,5g-mobile,23.272,4.766,0.06902,41.84,49.345
1775503666.123,5g-mobile,17.806,5.32,0.03853,39.37,37.232
1775503671.778,5g-mobile,19.897,4.549,0.04949,42.03,41.508
1775503677.455,5g-mobile,14.326,4.839,0.12014,39.61,30.358
1775503683.149,5g-mobile,21.489,7.035,0.1243,33.74,45.448
1775503688.971,5g-mobile,16.846,4.048,0.12854,33.57,35.641
1775503694.649,5g-mobile,17.843,4.905,0.10697,25.26,36.942
1775503700.325,5g-mobile,24.061,5.908,0.1381,33.89,50.157
1775503706.155,5g-mobile,25.273,3.615,0.13058,24.46,53.236
1775503711.826,5g-mobile,23.533,4.099,0.11423,28.56,49.37
1775503717.552,5g-mobile,22.197,3.997,0.12299,35.19,46.162
1775503723.24,5g-mobile,15.053,2.194,0.14778,36.13,31.332
1775503728.911,5g-mobile,14.105,2.971,0.14271,45.36,28.97
1775503734.601,5g-mobile,11.049,3.972,0.10581,40.38,23.248
1775503740.324,5g-mobile,14.334,4.57,0.10039,32.82,30.626
1775503746.037,5g-mobile,20.172,4.346,0.14631,37.19,43.069
1775503751.724,5g-mobile,23.183,5.883,0.06651,41.27,49.067
1775503757.388,5g-mobile,22.686,6.951,0.05107,49.12,46.997
1775503763.172,5g-mobile,20.658,5.058,0.04792,48.67,42.805
1775503768.83,5g-mobile,22.275,6.149,0.08985,48.5,46.926
1775503774.511,5g-mobile,21.288,5.979,0.0808,41.49,44.725
1775503780.202,5g-mobile,21.892,7.539,0.09534,32.92,46.358
1775503785.895,5g-mobile,21.182,5.596,0.07171,47.16,44.712
1775503791.578,5g-mobile,21.44,4.673,0.1234,41.19,44.446
1775503797.275,5g-mobile,27.622,3.623,0.07376,36.71,58.591
1775503802.956,5g-mobile,30.238,2.589,0.06781,25.32,63.202
1775503808.681,5g-mobile,26.921,5.285,0.07145,22.88,55.858
1775503814.383,5g-mobile,20.099,5.508,0.0442,24.53,41.61
1775503820.042,5g-mobile,23.283,3.901,0.0,34.69,49.235
1775503825.706,5g-mobile,23.779,5.765,0.00319,38.34,49.939
1775503831.4,5g-mobile,23.224,6.358,0.00387,36.29,48.928
1775503837.106,5g-mobile,21.628,5.295,0.0,27.8,44.503
1775503842.801,5g-mobile,16.291,6.663,0.02837,45.22,34.863
1775503848.48,5g-mobile,23.87,5.279,0.08896,45.43,50.509
1775503854.2,5g-mobile,35.348,7.399,0.42452,53.73,73.332
1775503859.984,5g-mobile,38.117,9.055,1.02087,48.43,79.786
1775503865.65,5g-mobile,47.135,10.263,1.85098,39.66,98.242
1775503871.436,5g-mobile,69.779,13.437,2.63449,30.63,146.889
1775503877.1,5g-mobile,84.881,17.611,3.41757,29.18,178.657
1775503882.802,5g-mobile,95.762,21.42,4.16948,38.61,201.143
1775503888.503,5g-mobile,105.312,25.706,4.92456,36.3,220.764
1775503894.237,5g-mobile,106.352,29.745,5.48404,36.73,223.621
1775503899.894,5g-mobile,111.93,33.598,5.88915,40.83,234.964
1775503905.574,5g-mobile,118.372,35.0,6.09469,42.09,248.026
1775503911.301,5g-mobile,118.613,35.0,6.20113,36.96,250.233
1775503916.978,5g-mobile,120.513,35.0,6.09713,39.86,252.734
1775503922.718,5g-mobile,114.755,33.996,5.86427,40.45,241.165
1775503928.385,5g-mobile,113.549,30.474,5.49581,34.2,238.379
1775503934.074,5g-mobile,101.253,29.002,4.90357,37.5,213.141
1775503939.804,5g-mobile,88.168,24.188,4.11265,32.74,185.214
1775503945.458,5g-mobile,78.715,19.596,3.20306,38.9,165.863
1775503951.138,5g-mobile,66.524,16.278,2.27807,44.32,139.982
1775503956.81,5g-mobile,51.309,10.977,1.61466,52.88,108.401
1775503962.506,5g-mobile,48.211,8.996,1.14027,46.57,101.447
1775503968.199,5g-mobile,40.669,9.825,0.79999,45.88,84.994
1775503973.9,5g-mobile,41.63,7.98,0.50798,37.51,87.941
1775503979.596,5g-mobile,34.697,6.452,0.37946,40.87,72.536
1775503985.386,5g-mobile,30.963,6.41,0.39056,35.75,64.442
1775503991.078,5g-mobile,28.558,5.562,0.26431,37.21,60.355
1775503996.77,5g-mobile,24.035,4.107,0.29717,37.2,51.015
1775504002.505,5g-mobile,22.041,3.997,0.19699,43.03,46.669
1775504008.182,5g-mobile,20.745,5.07,0.19587,41.97,43.963
1775504013.919,5g-mobile,25.407,6.938,0.15353,44.48,53.636
1775504019.594,5g-mobile,25.192,6.702,0.13007,26.45,52.406
1775504025.311,5g-mobile,24.318,7.076,0.13131,21.33,51.404
1775504031.018,5g-mobile,23.713,4.528,0.12164,28.12,50.172
1775504036.71,5g-mobile,22.561,4.879,0.04947,28.51,47.217
1775504042.452,5g-mobile,14.425,3.334,0.03752,29.89,30.675
1775504048.141,5g-mobile,15.471,6.13,0.08531,27.8,32.741
1775504053.837,5g-mobile,21.015,6.065,0.02332,43.62,44.007
1775504059.549,5g-mobile,18.633,4.424,0.06624,47.98,38.99
1775504065.214,5g-mobile,20.042,4.27,0.11636,57.33,42.449
1775504070.909,5g-mobile,20.529,3.013,0.06981,57.03,43.606
1775504076.599,5g-mobile,23.401,4.318,0.0582,53.34,49.411
1775504082.293,5g-mobile,19.813,3.372,0.04836,50.29,42.202
1775504087.991,5g-mobile,21.917,5.783,0.04766,40.86,45.17
1775504093.67,5g-mobile,27.228,4.363,0.07319,31.61,56.973
1775504099.456,5g-mobile,25.538,5.738,0.09708,37.45,52.802
1775504105.125,5g-mobile,26.058,3.676,0.08248,29.15,54.247
1775504110.831,5g-mobile,24.364,2.173,0.04106,37.9,51.125
1775504116.588,5g-mobile,32.868,3.123,0.06072,47.08,68.658
1775504122.28,5g-mobile,37.134,4.399,0.03445,44.94,77.527
1775504128.025,5g-mobile,27.623,4.312,0.10804,47.46,58.486
1775504133.722,5g-mobile,28.016,2.129,0.10689,48.84,59.458
1775504139.393,5g-mobile,24.884,3.109,0.13872,38.95,51.929
1775504145.037,5g-mobile,25.424,3.953,0.0615,20.09,53.326
1775504150.779,5g-mobile,22.602,3.458,0.0969,37.01,47.036
1775504156.489,5g-mobile,19.959,2.974,0.11472,40.81,41.519
1775504162.15,5g-mobile,25.748,2.071,0.10874,43.6,53.64
1775504167.836,5g-mobile,20.043,0.078,0.10126,50.89,41.774
1775504173.568,5g-mobile,24.333,2.095,0.14372,43.96,50.4
1775504179.234,5g-mobile,31.395,3.476,0.11178,45.09,65.866
1775504184.946,5g-mobile,30.228,5.954,0.09805,44.33,63.506
1775504190.626,5g-mobile,31.317,5.544,0.07406,40.61,65.314
1775504196.299,5g-mobile,25.246,6.558,0.09123,39.26,52.793
1775504202.096,5g-mobile,27.98,5.408,0.08676,42.82,58.092
1775504207.806,5g-mobile,19.333,5.888,0.09606,47.38,40.639
1775504213.56,5g-mobile,17.325,6.38,0.04268,42.91,36.369
1775504219.237,5g-mobile,21.584,5.295,0.02351,48.32,45.376
1775504224.933,5g-mobile,17.712,4.362,0.01047,53.95,37.348
1775504230.625,5g-mobile,16.981,3.928,0.06009,53.53,35.464
1775504236.316,5g-mobile,18.229,5.603,0.0794,49.81,38.009
1775504242.057,5g-mobile,19.168,4.236,0.12238,44.9,39.876
1775504247.751,5g-mobile,15.399,6.327,0.0654,33.5,32.124
1775504253.419,5g-mobile,20.59,3.516,0.02145,27.12,42.669
1775504259.103,5g-mobile,16.138,2.782,0.04592,32.55,33.805
1775504264.764,5g-mobile,18.444,2.907,0.0,28.77,39.011
1775504270.524,5g-mobile,15.403,4.261,0.03282,26.58,32.415
1775504276.239,5g-mobile,23.81,5.874,0.05493,32.1,49.958
1775504281.918,5g-mobile,25.753,5.952,0.10849,31.13,54.591
1775504287.611,5g-mobile,25.905,4.42,0.11128,33.76,54.007
1775504293.289,5g-mobile,24.598,6.867,0.08484,27.2,51.019
1775504298.973,5g-mobile,28.926,6.673,0.07598,27.36,61.73
1775504304.663,5g-mobile,26.94,7.901,0.11089,27.63,56.515
1775504310.446,5g-mobile,27.927,7.719,0.16348,30.49,58.062
1775504316.145,5g-mobile,22.706,7.297,0.19221,33.1,47.526
1775504321.882,5g-mobile,24.193,5.071,0.12486,36.09,51.022
1775504327.555,5g-mobile,14.622,3.873,0.10068,37.33,30.434
1775504333.233,5g-mobile,17.45,4.375,0.10596,40.91,36.667
1775504338.915,5g-mobile,23.434,3.945,0.08634,37.13,50.046
1775504344.594,5g-mobile,29.479,2.542,0.13609,37.84,62.225
1775504350.277,5g-mobile,25.925,3.831,0.04371,43.09,54.605
1775504355.991,5g-mobile,27.74,4.489,0.13117,40.03,58.55
1775504361.67,5g-mobile,26.151,6.095,0.07028,39.17,54.857
1775504367.457,5g-mobile,20.35,6.525,0.11453,46.88,42.752
1775504373.164,5g-mobile,26.713,6.366,0.11242,43.5,56.602
1775504378.869,5g-mobile,22.144,6.959,0.11541,43.51,46.862
1775504384.538,5g-mobile,21.995,5.317,0.1144,42.02,46.23
1775504390.22,5g-mobile,17.436,6.866,0.15483,45.59,37.245
1775504395.901,5g-mobile,21.336,5.662,0.13007,39.95,45.514
1775504401.571,5g-mobile,24.077,1.789,0.12277,40.59,49.96
1775504407.265,5g-mobile,26.156,1.99,0.07204,41.39,54.663
1775504412.961,5g-mobile,25.805,2.021,0.02954,36.8,53.43
1775504418.759,5g-mobile,22.641,2.999,0.02234,43.41,48.232
1775504424.453,5g-mobile,23.909,2.117,0.05619,43.7,50.151
1775504430.219,5g-mobile,30.377,1.921,0.10493,50.71,65.027
1775504435.925,5g-mobile,27.489,3.441,0.11956,53.94,57.948
1775504441.649,5g-mobile,26.967,1.53,0.07601,51.85,57.775
1775504447.34,5g-mobile,29.738,4.719,0.07078,55.61,61.655
1775504453.036,5g-mobile,27.784,5.776,0.11236,53.27,58.663
1775504458.777,5g-mobile,24.663,4.851,0.05034,51.06,51.823
1775504464.492,5g-mobile,25.213,4.474,0.0601,48.17,52.66
1775504470.172,5g-mobile,24.689,4.207,0.05781,52.04,51.69
1775504475.892,5g-mobile,26.753,6.252,0.06068,48.46,55.955
1775504481.561,5g-mobile,19.867,5.88,0.10542,46.01,42.191
1775504487.244,5g-mobile,24.547,4.779,0.16914,48.96,50.668
1775504492.939,5g-mobile,30.94,3.78,0.16387,48.31,64.905
1775504498.628,5g-mobile,24.331,4.298,0.16806,54.09,51.698
1775504504.36,5g-mobile,25.174,4.71,0.14315,45.69,53.117
1775504510.058,5g-mobile,22.991,5.799,0.13704,54.06,47.574
1775504515.777,5g-mobile,22.084,4.56,0.07205,53.7,46.737
1775504521.472,5g-mobile,21.076,5.165,0.03637,41.07,43.761
1775504527.152,5g-mobile,23.322,5.352,0.0,41.39,48.432
1775504532.85,5g-mobile,28.467,2.392,0.02271,42.08,59.654
1775504538.529,5g-mobile,32.314,2.241,0.0,43.39,67.08
1775504544.238,5g-mobile,32.55,3.34,0.0,41.81,67.789
1775504549.899,5g-mobile,27.338,3.837,0.05174,38.73,57.679
1775504555.543,5g-mobile,26.592,3.514,0.08149,41.75,56.31
1775504561.242,5g-mobile,31.068,3.541,0.09653,46.11,64.402
1775504566.914,5g-mobile,29.775,4.639,0.05002,35.08,62.411
1775504572.67,5g-mobile,26.229,4.957,0.08327,37.66,54.933
1775504578.354,5g-mobile,23.998,4.57,0.0,47.02,49.595
1775504584.017,5g-mobile,26.368,4.752,0.0,42.46,55.625
1775504589.787,5g-mobile,22.405,2.459,0.0,43.63,47.229
1775504595.482,5g-mobile,18.04,2.481,0.01337,35.04,38.555
1775504601.194,5g-mobile,24.222,3.983,0.02326,38.33,51.477
1775504606.943,5g-mobile,28.604,3.954,0.02189,49.13,60.379
1775504612.785,5g-mobile,34.043,5.541,0.13685,45.53,71.933
1775504618.451,5g-mobile,27.811,7.351,0.27677,41.16,58.531
1775504624.21,5g-mobile,30.746,8.019,0.43497,48.09,64.687
1775504629.898,5g-mobile,38.703,6.718,0.70376,47.75,81.724
1775504635.575,5g-mobile,44.769,6.898,0.91278,48.55,94.476
1775504641.258,5g-mobile,50.086,9.386,1.10257,52.78,105.228
1775504646.949,5g-mobile,50.891,11.45,1.46531,50.22,106.458
1775504652.669,5g-mobile,54.506,11.081,1.67502,41.82,114.448
1775504658.362,5g-mobile,59.082,11.367,1.81632,37.54,124.0
1775504664.015,5g-mobile,64.369,13.698,1.96983,47.26,134.398
1775504669.79,5g-mobile,66.038,14.263,2.13736,38.1,139.934
1775504675.455,5g-mobile,70.957,16.434,2.24723,26.81,148.836
1775504681.195,5g-mobile,71.292,17.869,2.36513,33.79,149.704
1775504686.873,5g-mobile,74.456,18.892,2.38958,33.56,156.478
1775504692.535,5g-mobile,72.372,19.607,2.56573,36.79,151.721
1775504698.27,5g-mobile,70.291,19.154,2.6117,32.65,147.878
1775504703.945,5g-mobile,72.676,18.635,2.58654,29.34,152.311
1775504709.623,5g-mobile,66.712,17.585,2.69021,29.83,141.018
1775504715.316,5g-mobile,60.377,16.937,2.62998,44.08,126.82
1775504720.998,5g-mobile,62.749,17.289,2.56642,45.91,130.988
1775504726.83,5g-mobile,63.604,15.206,2.50211,49.1,133.526
1775504732.509,5g-mobile,68.103,16.0,2.37441,47.3,142.807
1775504738.282,5g-mobile,60.472,14.959,2.22745,43.19,127.137
1775504743.96,5g-mobile,53.086,14.049,2.09886,44.67,111.916
1775504749.639,5g-mobile,45.247,13.363,1.87806,39.27,94.971
1775504755.34,5g-mobile,40.791,12.077,1.57108,34.34,85.96
