timestamp,link_id,latency_ms,jitter_ms,packet_loss_pct,bandwidth_util_pct,rtt_ms
1775502764.058,fiber-primary,11.031,1.022,0.01383,41.85,23.825
1775502769.711,fiber-primary,12.436,1.273,0.00931,50.51,25.403
1775502775.422,fiber-primary,12.511,1.016,0.01232,41.37,25.805
1775502781.124,fiber-primary,10.68,0.848,0.0068,45.23,22.041
1775502786.84,fiber-primary,8.74,0.776,0.0065,45.81,19.247
1775502792.568,fiber-primary,9.531,1.017,0.00533,48.07,19.891
1775502798.284,fiber-primary,9.632,0.81,0.00501,49.61,18.961
1775502803.955,fiber-primary,11.428,0.895,0.00785,55.08,23.848
1775502809.641,fiber-primary,10.86,0.902,0.00749,51.13,23.294
1775502815.348,fiber-primary,12.356,1.309,0.00518,46.14,25.931
1775502821.065,fiber-primary,13.971,1.178,0.01332,43.46,28.685
1775502826.777,fiber-primary,13.357,0.981,0.0113,49.75,27.541
1775502832.478,fiber-primary,11.856,0.844,0.01539,50.23,24.815
1775502838.157,fiber-primary,12.35,0.95,0.01717,53.0,25.241
1775502843.863,fiber-primary,9.959,1.072,0.01467,60.16,20.389
1775502849.637,fiber-primary,10.719,0.763,0.02106,61.81,21.876
1775502855.348,fiber-primary,12.725,0.92,0.01418,51.59,26.687
1775502861.047,fiber-primary,12.179,0.916,0.01117,47.43,24.615
1775502866.712,fiber-primary,13.436,1.29,0.01197,49.12,27.494
1775502872.407,fiber-primary,14.122,1.136,0.0119,47.21,29.806
1775502878.112,fiber-primary,12.113,1.061,0.00647,54.72,24.625
1775502883.774,fiber-primary,13.131,1.029,0.00866,54.74,26.928
1775502889.468,fiber-primary,11.379,0.775,0.0068,57.18,23.76
1775502895.159,fiber-primary,8.658,0.986,0.0049,46.51,17.048
1775502900.861,fiber-primary,9.502,0.964,0.00665,43.95,19.374
1775502906.553,fiber-primary,9.826,1.132,0.0,48.28,19.798
1775502912.212,fiber-primary,11.552,1.083,0.00912,49.9,23.705
1775502917.891,fiber-primary,10.535,1.055,0.01678,42.43,20.882
1775502923.557,fiber-primary,11.241,1.015,0.01843,45.96,22.499
1775502929.224,fiber-primary,9.593,0.864,0.01383,45.81,19.618
1775502935.008,fiber-primary,10.701,1.113,0.01598,57.52,21.906
1775502940.689,fiber-primary,12.536,1.363,0.00665,48.23,25.83
1775502946.416,fiber-primary,13.432,1.178,0.01108,48.47,27.423
1775502952.117,fiber-primary,12.013,1.179,0.00712,50.5,23.801
1775502957.776,fiber-primary,11.43,0.942,0.00357,51.88,23.483
1775502963.514,fiber-primary,11.217,0.857,0.00744,47.25,23.2
1775502969.229,fiber-primary,11.113,0.977,0.0029,46.38,23.555
1775502974.981,fiber-primary,11.724,0.768,0.00027,49.88,23.273
1775502980.683,fiber-primary,11.977,0.958,0.00506,47.68,24.539
1775502986.35,fiber-primary,12.453,1.07,0.0,53.69,25.153
1775502992.038,fiber-primary,13.23,1.232,0.0,55.36,27.785
1775502997.717,fiber-primary,13.287,1.225,0.0,51.31,27.475
1775503003.411,fiber-primary,12.25,1.052,0.0,53.82,26.244
1775503009.093,fiber-primary,13.077,1.158,0.0,52.56,27.235
1775503014.777,fiber-primary,11.753,1.098,0.00702,51.86,24.281
1775503020.516,fiber-primary,11.471,1.273,0.03528,53.59,22.985
1775503026.214,fiber-primary,13.481,1.774,0.09048,46.44,27.372
1775503031.888,fiber-primary,13.608,2.16,0.16,54.18,28.21
1775503037.702,fiber-primary,15.061,2.391,0.24081,53.91,31.385
1775503043.374,fiber-primary,16.546,2.541,0.32711,46.24,33.611
1775503049.122,fiber-primary,17.001,2.701,0.42216,42.3,34.584
1775503054.8,fiber-primary,17.816,3.02,0.51806,45.48,35.824
1775503060.448,fiber-primary,17.722,3.088,0.61258,50.34,36.272
1775503066.141,fiber-primary,19.736,3.373,0.71149,44.11,41.039
1775503071.862,fiber-primary,21.058,3.695,0.81446,44.87,43.041
1775503077.536,fiber-primary,21.031,3.917,0.9098,41.85,44.116
1775503083.207,fiber-primary,20.523,4.175,1.00906,44.39,42.28
1775503088.863,fiber-primary,22.304,4.497,1.10567,41.1,45.046
1775503094.553,fiber-primary,22.725,5.02,1.19835,45.2,47.165
1775503100.248,fiber-primary,25.814,5.25,1.29167,46.34,52.503
1775503106.003,fiber-primary,26.694,5.598,1.37883,48.52,55.131
1775503111.682,fiber-primary,27.036,5.9,1.45964,51.66,54.811
1775503117.454,fiber-primary,27.985,6.236,1.54265,51.08,57.417
1775503123.12,fiber-primary,32.422,6.666,1.63442,49.73,67.004
1775503128.845,fiber-primary,32.793,6.9,1.71053,51.63,67.561
1775503134.551,fiber-primary,33.001,7.046,1.79394,52.65,67.28
1775503140.26,fiber-primary,33.374,7.224,1.85689,52.5,69.023
1775503145.976,fiber-primary,32.717,7.364,1.92852,49.09,66.994
1775503151.65,fiber-primary,32.751,7.515,1.99616,45.92,66.704
1775503157.389,fiber-primary,32.086,7.774,2.0,51.19,65.543
1775503163.06,fiber-primary,35.023,8.0,2.0,54.51,71.781
1775503168.751,fiber-primary,34.487,8.0,2.0,45.51,70.359
1775503174.587,fiber-primary,37.075,8.0,2.0,44.5,75.687
1775503180.27,fiber-primary,37.127,8.0,2.0,45.94,76.041
1775503186.063,fiber-primary,35.691,8.0,2.0,47.08,72.687
1775503191.735,fiber-primary,35.893,8.0,2.0,37.97,74.127
1775503197.411,fiber-primary,36.35,8.0,2.0,38.99,75.066
1775503203.186,fiber-primary,38.481,8.0,2.0,49.09,79.365
1775503208.862,fiber-primary,37.557,8.0,2.0,53.15,77.297
1775503214.622,fiber-primary,36.767,8.0,2.0,59.94,75.111
1775503220.305,fiber-primary,38.5,8.0,2.0,49.23,79.255
1775503226.157,fiber-primary,37.821,8.0,2.0,41.21,77.061
1775503231.838,fiber-primary,37.733,8.0,2.0,41.34,77.0
1775503237.612,fiber-primary,38.671,8.0,2.0,47.65,78.356
1775503243.272,fiber-primary,38.895,8.0,2.0,43.67,79.633
1775503248.953,fiber-primary,38.813,8.0,2.0,46.71,79.579
1775503254.678,fiber-primary,37.949,8.0,2.0,51.34,77.736
1775503260.389,fiber-primary,37.152,8.0,2.0,46.91,75.247
1775503266.151,fiber-primary,36.028,8.0,2.0,41.19,73.807
1775503271.798,fiber-primary,36.792,8.0,2.0,41.38,75.75
1775503277.52,fiber-primary,35.718,8.0,2.0,40.81,73.539
1775503283.231,fiber-primary,36.695,8.0,2.0,41.81,75.24
1775503288.913,fiber-primary,36.856,8.0,2.0,46.18,75.801
1775503294.685,fiber-primary,36.746,8.0,2.0,45.76,75.541
1775503300.367,fiber-primary,36.653,8.0,2.0,45.21,75.804
1775503306.075,fiber-primary,37.08,8.0,2.0,39.66,76.362
1775503311.756,fiber-primary,36.112,7.946,2.0,36.46,74.027
1775503317.597,fiber-primary,34.053,7.791,2.0,39.16,71.141
1775503323.275,fiber-primary,33.69,7.274,1.96299,51.57,69.098
1775503328.961,fiber-primary,32.12,7.182,1.88812,52.83,65.448
1775503334.754,fiber-primary,31.952,6.946,1.8201,52.08,64.821
1775503340.426,fiber-primary,30.609,6.733,1.74581,53.87,63.335
1775503346.185,fiber-primary,30.153,6.726,1.6722,48.68,61.53
1775503351.891,fiber-primary,28.499,6.579,1.59065,49.16,59.221
1775503357.734,fiber-primary,27.389,6.403,1.50272,45.1,56.727
1775503363.427,fiber-primary,28.095,5.963,1.40957,52.16,57.723
1775503369.153,fiber-primary,27.208,5.368,1.33702,48.38,55.51
1775503374.98,fiber-primary,25.09,5.008,1.25519,38.72,51.328
1775503380.742,fiber-primary,23.974,4.766,1.15742,47.26,49.268
1775503386.416,fiber-primary,24.956,4.55,1.06319,46.28,50.355
1775503392.202,fiber-primary,24.13,4.434,0.96609,42.5,49.899
1775503397.954,fiber-primary,22.613,4.292,0.86635,45.49,46.596
1775503403.645,fiber-primary,21.977,3.872,0.76792,47.97,44.814
1775503409.353,fiber-primary,19.489,3.424,0.66569,58.02,39.686
1775503415.04,fiber-primary,18.463,3.09,0.56642,52.8,37.804
1775503420.744,fiber-primary,17.972,2.499,0.45934,60.3,36.939
1775503426.418,fiber-primary,16.27,2.166,0.35153,61.12,32.938
1775503432.245,fiber-primary,14.461,1.949,0.24312,61.16,29.648
1775503437.934,fiber-primary,12.629,1.525,0.16306,55.57,25.232
1775503443.661,fiber-primary,12.192,1.368,0.11317,52.93,24.367
1775503449.375,fiber-primary,10.623,1.206,0.0787,47.4,21.438
1775503455.067,fiber-primary,9.952,1.267,0.05461,42.56,21.269
1775503460.747,fiber-primary,10.2,0.95,0.04478,41.97,20.834
1775503466.434,fiber-primary,10.033,0.938,0.03933,51.14,20.793
1775503472.176,fiber-primary,10.722,0.914,0.0272,52.56,21.801
1775503477.868,fiber-primary,9.338,1.142,0.01791,52.64,19.093
1775503483.55,fiber-primary,10.134,1.162,0.01439,49.68,21.855
1775503489.275,fiber-primary,9.03,1.081,0.01405,48.2,17.738
1775503494.939,fiber-primary,9.266,1.014,0.01327,52.01,19.526
1775503500.621,fiber-primary,9.661,0.94,0.01629,45.62,19.788
1775503506.3,fiber-primary,8.782,1.032,0.01723,44.45,17.93
1775503512.005,fiber-primary,10.39,1.005,0.01263,42.95,21.849
1775503517.791,fiber-primary,10.601,0.868,0.004,39.04,22.045
1775503523.459,fiber-primary,12.395,0.762,0.0041,36.3,26.43
1775503529.127,fiber-primary,11.258,0.85,0.0,46.97,22.964
1775503534.783,fiber-primary,11.475,0.915,0.0015,45.9,24.0
1775503540.449,fiber-primary,11.097,0.878,0.0,42.66,22.277
1775503546.153,fiber-primary,10.767,0.726,0.0,47.11,22.095
1775503551.852,fiber-primary,14.08,0.839,0.00355,41.58,28.625
1775503557.697,fiber-primary,12.642,0.893,0.00426,38.42,25.578
1775503563.389,fiber-primary,11.616,0.666,0.00474,41.63,24.259
1775503569.065,fiber-primary,11.489,0.553,0.00826,41.91,24.137
1775503574.822,fiber-primary,11.854,0.737,0.00993,39.68,24.194
1775503580.468,fiber-primary,13.353,0.761,0.00739,49.5,27.101
1775503586.194,fiber-primary,10.636,0.786,0.0,50.24,22.199
1775503591.898,fiber-primary,11.373,0.724,0.0052,44.93,22.783
1775503597.688,fiber-primary,10.667,0.653,0.00977,43.43,22.224
1775503603.374,fiber-primary,12.681,0.791,0.01698,38.93,26.05
1775503609.101,fiber-primary,10.167,0.539,0.01223,48.33,21.468
1775503614.763,fiber-primary,11.002,0.758,0.01726,50.57,22.371
1775503620.444,fiber-primary,9.952,0.648,0.01236,42.46,20.334
1775503626.129,fiber-primary,10.261,0.731,0.01219,42.8,21.421
1775503631.806,fiber-primary,10.458,0.582,0.01131,45.68,20.822
1775503637.565,fiber-primary,10.865,0.855,0.01432,42.02,22.246
1775503643.257,fiber-primary,9.48,0.898,0.01433,44.45,19.138
1775503648.932,fiber-primary,10.055,0.956,0.01685,52.31,20.449
1775503654.655,fiber-primary,9.19,0.8,0.01652,58.1,18.716
1775503660.359,fiber-primary,8.762,0.73,0.0209,52.94,18.115
1775503666.123,fiber-primary,8.781,0.64,0.00369,55.34,18.158
1775503671.778,fiber-primary,10.61,0.726,0.00479,53.92,21.67
1775503677.455,fiber-primary,10.054,0.637,0.01043,49.16,20.973
1775503683.149,fiber-primary,9.311,0.634,0.00852,56.73,19.586
1775503688.971,fiber-primary,10.586,0.574,0.0128,42.62,20.69
1775503694.649,fiber-primary,10.376,0.774,0.00722,38.15,20.251
1775503700.325,fiber-primary,12.869,0.649,0.00434,40.21,27.3
1775503706.155,fiber-primary,11.637,0.619,0.0,40.39,24.052
1775503711.826,fiber-primary,11.073,0.593,0.0,41.7,23.3
1775503717.552,fiber-primary,8.534,0.745,0.0,39.71,17.224
1775503723.24,fiber-primary,8.931,0.727,0.00466,47.61,18.914
1775503728.911,fiber-primary,9.161,0.464,0.00481,44.0,17.848
1775503734.601,fiber-primary,9.271,0.674,0.0,40.91,18.337
1775503740.324,fiber-primary,8.179,0.602,0.0,43.46,16.818
1775503746.037,fiber-primary,9.774,0.59,0.00246,32.93,19.435
1775503751.724,fiber-primary,11.441,0.461,0.00714,33.97,23.581
1775503757.388,fiber-primary,10.908,0.264,0.00482,35.95,22.379
1775503763.172,fiber-primary,10.864,0.582,0.01839,36.46,21.928
1775503768.83,fiber-primary,11.149,0.856,0.01032,38.33,23.883
1775503774.511,fiber-primary,9.153,0.872,0.0097,40.45,18.741
1775503780.202,fiber-primary,9.654,1.0,0.01107,40.35,19.48
1775503785.895,fiber-primary,9.526,1.135,0.01493,39.81,20.032
1775503791.578,fiber-primary,10.985,1.046,0.01093,37.96,21.673
1775503797.275,fiber-primary,11.285,0.947,0.00929,35.2,23.846
1775503802.956,fiber-primary,12.156,0.838,0.00612,35.33,25.338
1775503808.681,fiber-primary,11.04,1.019,0.00951,45.8,23.051
1775503814.383,fiber-primary,10.922,0.901,0.01059,49.34,22.161
1775503820.042,fiber-primary,7.959,1.004,0.00713,52.06,16.253
1775503825.706,fiber-primary,8.915,0.73,0.0038,58.96,17.252
1775503831.4,fiber-primary,9.811,0.646,0.00626,57.59,20.883
1775503837.106,fiber-primary,9.024,0.852,0.00671,53.48,19.188
1775503842.801,fiber-primary,9.109,0.974,0.00705,51.85,18.163
1775503848.48,fiber-primary,10.282,1.25,0.01311,49.91,20.75
1775503854.2,fiber-primary,10.218,1.126,0.01118,42.34,20.928
1775503859.984,fiber-primary,10.061,0.999,0.01023,36.34,21.028
1775503865.65,fiber-primary,11.789,0.827,0.00654,43.31,24.139
1775503871.436,fiber-primary,11.326,0.887,0.00803,40.31,24.061
1775503877.1,fiber-primary,11.082,0.97,0.008,36.33,23.732
1775503882.802,fiber-primary,11.095,0.945,0.01075,39.37,22.537
1775503888.503,fiber-primary,11.722,0.83,0.00503,38.36,23.858
1775503894.237,fiber-primary,11.989,0.637,0.00266,37.75,24.48
1775503899.894,fiber-primary,11.871,0.668,0.00244,32.45,23.591
1775503905.574,fiber-primary,12.388,0.734,0.00658,42.04,25.262
1775503911.301,fiber-primary,11.171,0.955,0.00913,43.82,23.108
1775503916.978,fiber-primary,10.941,0.965,0.00519,46.0,21.951
1775503922.718,fiber-primary,12.014,0.973,0.00718,50.09,24.728
1775503928.385,fiber-primary,12.342,0.976,0.00209,44.45,25.828
1775503934.074,fiber-primary,12.64,0.828,0.00697,49.76,26.614
1775503939.804,fiber-primary,10.558,0.983,0.0465,40.3,21.526
1775503945.458,fiber-primary,10.982,1.274,0.1121,48.33,23.07
1775503951.137,fiber-primary,11.807,1.373,0.20802,47.56,24.26
1775503956.809,fiber-primary,13.822,1.686,0.31421,50.88,27.464
1775503962.505,fiber-primary,15.994,2.245,0.41364,50.63,33.283
1775503968.199,fiber-primary,17.755,2.725,0.53194,51.11,36.534
1775503973.9,fiber-primary,18.683,3.131,0.66302,54.5,37.766
1775503979.596,fiber-primary,19.896,3.425,0.79381,53.55,40.32
1775503985.386,fiber-primary,21.678,4.026,0.91136,52.55,44.763
1775503991.078,fiber-primary,23.425,4.17,1.04315,58.89,47.674
1775503996.77,fiber-primary,25.457,4.599,1.17257,54.15,52.9
1775504002.505,fiber-primary,27.402,4.934,1.3035,45.53,56.678
1775504008.182,fiber-primary,29.813,5.662,1.41504,53.38,62.115
1775504013.919,fiber-primary,30.396,5.886,1.54212,53.71,62.666
1775504019.594,fiber-primary,30.566,6.383,1.65865,51.8,63.358
1775504025.311,fiber-primary,31.157,6.793,1.77141,50.7,63.882
1775504031.018,fiber-primary,30.591,7.017,1.88631,47.01,63.188
1775504036.71,fiber-primary,32.574,7.522,1.99138,52.16,66.631
1775504042.452,fiber-primary,34.352,7.724,2.0,47.41,69.575
1775504048.141,fiber-primary,35.109,8.0,2.0,46.8,71.943
1775504053.837,fiber-primary,35.361,8.0,2.0,39.7,73.219
1775504059.549,fiber-primary,37.024,8.0,2.0,43.82,76.088
1775504065.214,fiber-primary,36.549,8.0,2.0,38.77,75.008
1775504070.909,fiber-primary,37.58,8.0,2.0,36.89,77.275
1775504076.599,fiber-primary,38.929,8.0,2.0,40.27,79.552
1775504082.292,fiber-primary,40.046,8.0,2.0,38.67,82.554
1775504087.991,fiber-primary,40.099,8.0,2.0,45.46,81.677
1775504093.67,fiber-primary,43.088,8.0,2.0,52.03,88.358
1775504099.456,fiber-primary,44.654,8.0,2.0,53.87,91.704
1775504105.125,fiber-primary,45.0,8.0,2.0,54.71,92.265
1775504110.831,fiber-primary,45.0,8.0,2.0,53.21,91.995
1775504116.588,fiber-primary,44.849,8.0,2.0,47.86,92.298
1775504122.28,fiber-primary,45.0,8.0,2.0,46.8,91.736
1775504128.025,fiber-primary,45.0,8.0,2.0,47.65,92.043
1775504133.722,fiber-primary,45.0,8.0,2.0,41.08,93.441
1775504139.393,fiber-primary,45.0,8.0,2.0,46.8,91.839
1775504145.037,fiber-primary,45.0,8.0,2.0,49.88,91.563
1775504150.779,fiber-primary,45.0,8.0,2.0,53.53,92.695
1775504156.489,fiber-primary,45.0,8.0,2.0,55.61,91.436
1775504162.15,fiber-primary,45.0,8.0,2.0,52.75,91.947
1775504167.836,fiber-primary,45.0,8.0,2.0,49.42,91.439
1775504173.568,fiber-primary,45.0,8.0,2.0,48.75,91.639
1775504179.233,fiber-primary,45.0,8.0,2.0,48.42,92.673
1775504184.945,fiber-primary,45.0,8.0,2.0,42.86,92.667
1775504190.626,fiber-primary,45.0,8.0,2.0,48.22,91.528
1775504196.299,fiber-primary,45.0,8.0,2.0,54.08,93.384
1775504202.096,fiber-primary,45.0,8.0,2.0,54.32,91.886
1775504207.806,fiber-primary,45.0,8.0,2.0,47.06,92.433
1775504213.56,fiber-primary,45.0,8.0,2.0,42.22,92.526
1775504219.237,fiber-primary,45.0,8.0,2.0,42.88,93.081
1775504224.933,fiber-primary,44.536,8.0,2.0,46.35,90.93
1775504230.625,fiber-primary,44.295,8.0,2.0,49.71,90.469
1775504236.316,fiber-primary,43.377,8.0,2.0,40.38,88.38
1775504242.057,fiber-primary,41.326,8.0,2.0,43.96,84.023
1775504247.751,fiber-primary,41.194,8.0,2.0,52.6,83.891
1775504253.419,fiber-primary,41.37,8.0,2.0,50.79,85.231
1775504259.103,fiber-primary,38.785,8.0,2.0,49.23,79.268
1775504264.764,fiber-primary,37.774,8.0,2.0,58.53,77.642
1775504270.524,fiber-primary,38.064,8.0,2.0,51.06,77.526
1775504276.239,fiber-primary,36.706,8.0,2.0,49.01,75.048
1775504281.918,fiber-primary,36.173,8.0,2.0,52.32,73.843
1775504287.611,fiber-primary,33.52,7.69,2.0,52.85,68.743
1775504293.289,fiber-primary,32.277,7.372,1.96173,55.39,65.764
1775504298.973,fiber-primary,29.503,6.94,1.84905,55.93,60.432
1775504304.663,fiber-primary,28.294,6.799,1.7317,62.79,58.682
1775504310.446,fiber-primary,27.582,6.453,1.61592,64.24,56.371
1775504316.145,fiber-primary,25.612,5.98,1.49034,63.75,53.052
1775504321.882,fiber-primary,22.562,5.431,1.36551,60.15,45.581
1775504327.555,fiber-primary,22.714,4.894,1.23866,52.38,46.392
1775504333.233,fiber-primary,20.635,4.489,1.12146,46.65,41.576
1775504338.915,fiber-primary,21.287,4.148,0.99262,55.22,43.871
1775504344.594,fiber-primary,20.379,3.471,0.85549,57.12,41.189
1775504350.277,fiber-primary,19.201,3.19,0.72484,55.45,38.707
1775504355.991,fiber-primary,15.942,2.829,0.59663,53.5,33.083
1775504361.67,fiber-primary,15.201,2.224,0.45737,56.6,30.044
1775504367.457,fiber-primary,14.76,1.637,0.31756,56.63,30.379
1775504373.164,fiber-primary,15.188,1.471,0.22154,49.55,31.423
1775504378.869,fiber-primary,14.244,1.361,0.15002,52.04,29.655
1775504384.538,fiber-primary,13.725,1.225,0.10885,43.74,27.381
1775504390.22,fiber-primary,12.395,0.951,0.08007,44.03,25.062
1775504395.901,fiber-primary,14.155,0.994,0.05653,49.53,28.984
1775504401.571,fiber-primary,12.812,1.146,0.05023,40.72,26.472
1775504407.265,fiber-primary,11.994,0.806,0.03932,44.61,24.403
1775504412.961,fiber-primary,10.748,0.879,0.03026,43.71,21.155
1775504418.759,fiber-primary,10.806,1.222,0.02217,41.44,22.159
1775504424.453,fiber-primary,9.431,0.859,0.02022,39.46,19.197
1775504430.219,fiber-primary,10.9,0.751,0.02146,45.17,22.094
1775504435.925,fiber-primary,9.762,0.671,0.01873,48.1,20.666
1775504441.649,fiber-primary,9.653,0.721,0.01197,45.0,19.589
1775504447.34,fiber-primary,11.459,0.86,0.00956,41.33,23.182
1775504453.036,fiber-primary,11.082,0.8,0.01796,45.86,23.1
1775504458.777,fiber-primary,11.199,0.73,0.0166,40.36,23.28
1775504464.492,fiber-primary,13.64,0.569,0.01925,41.35,27.381
1775504470.172,fiber-primary,16.29,0.849,0.00765,47.99,33.132
1775504475.892,fiber-primary,14.936,0.905,0.00628,51.89,30.767
1775504481.561,fiber-primary,15.522,0.738,0.0034,56.56,32.949
1775504487.244,fiber-primary,13.739,0.802,0.0018,53.38,27.079
1775504492.939,fiber-primary,13.319,0.769,0.0081,45.28,27.054
1775504498.628,fiber-primary,13.467,0.771,0.00556,45.23,26.99
1775504504.36,fiber-primary,11.32,0.685,0.00764,45.04,22.964
1775504510.058,fiber-primary,11.748,0.667,0.01466,44.78,23.556
1775504515.777,fiber-primary,12.791,0.76,0.01253,44.87,25.661
1775504521.472,fiber-primary,12.106,0.887,0.00236,49.26,24.912
1775504527.152,fiber-primary,13.092,0.987,0.00035,49.03,26.172
1775504532.85,fiber-primary,11.694,1.085,0.0025,45.24,24.047
1775504538.529,fiber-primary,11.602,1.259,0.01175,43.62,23.943
1775504544.238,fiber-primary,13.41,1.04,0.02156,38.78,28.335
1775504549.899,fiber-primary,13.573,1.024,0.01467,42.48,27.679
1775504555.543,fiber-primary,12.3,0.621,0.00975,48.54,23.923
1775504561.242,fiber-primary,12.839,0.594,0.00534,51.44,26.295
1775504566.914,fiber-primary,9.488,0.635,0.00734,53.34,20.371
1775504572.67,fiber-primary,10.196,0.43,0.01017,53.76,20.423
1775504578.354,fiber-primary,11.125,0.652,0.01373,70.0,22.882
1775504584.017,fiber-primary,11.056,0.638,0.0,64.25,22.165
1775504589.787,fiber-primary,11.108,0.815,0.00615,60.58,22.304
1775504595.482,fiber-primary,10.757,0.984,0.0,59.52,22.87
1775504601.194,fiber-primary,11.18,0.995,0.0,52.38,22.757
1775504606.943,fiber-primary,11.463,0.871,0.0,50.86,23.622
1775504612.785,fiber-primary,11.093,0.892,0.00168,51.59,22.949
1775504618.451,fiber-primary,11.974,0.779,0.00681,49.63,23.914
1775504624.21,fiber-primary,11.131,0.933,0.00961,48.78,22.808
1775504629.898,fiber-primary,11.089,0.962,0.00695,54.02,22.882
1775504635.575,fiber-primary,13.818,0.877,0.00529,55.79,27.692
1775504641.258,fiber-primary,14.795,0.774,0.01041,55.02,30.823
1775504646.949,fiber-primary,14.631,0.683,0.00731,62.0,30.159
1775504652.669,fiber-primary,13.533,0.736,0.00722,52.53,28.55
1775504658.362,fiber-primary,12.235,0.703,0.00892,54.35,24.836
1775504664.015,fiber-primary,12.221,0.745,0.00891,51.14,25.341
1775504669.79,fiber-primary,11.39,0.723,0.00252,43.85,24.524
1775504675.455,fiber-primary,11.046,0.643,0.00475,46.05,23.342
1775504681.195,fiber-primary,11.354,0.463,0.0097,52.21,22.992
1775504686.873,fiber-primary,9.237,0.75,0.01297,45.86,19.055
1775504692.535,fiber-primary,9.23,1.087,0.01099,43.06,19.058
1775504698.27,fiber-primary,8.732,0.887,0.00149,43.09,17.569
1775504703.945,fiber-primary,9.727,1.014,0.0,34.75,19.669
1775504709.623,fiber-primary,9.806,1.177,0.0,43.5,20.268
1775504715.316,fiber-primary,9.417,1.268,0.0,46.51,18.76
1775504720.998,fiber-primary,9.681,1.176,0.0,47.71,19.84
1775504726.83,fiber-primary,9.932,1.236,0.0,50.48,20.37
1775504732.509,fiber-primary,11.043,1.204,0.00545,51.03,21.755
1775504738.282,fiber-primary,10.377,1.036,0.00038,46.16,22.491
1775504743.96,fiber-primary,11.543,0.75,0.00273,44.43,23.502
1775504749.639,fiber-primary,11.426,0.766,0.00693,37.67,22.722
1775504755.34,fiber-primary,10.869,0.834,0.00857,42.89,21.79
1775504761.042,fiber-primary,11.271,0.972,0.01069,46.52,23.188
1775504766.816,fiber-primary,10.591,1.162,0.00657,43.77,21.762
1775504772.526,fiber-primary,11.746,1.11,0.01164,45.57,24.432
